id,biometrico_id,timestamp,verificacion_tipo,estado_asistencia,device_ip,created_at
139751,3058921,2026-06-06 04:18:01.820383,200,0,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,2026-06-06 04:18:01.820383
139752,3058921,2026-06-06 04:18:45.245477,200,1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,2026-06-06 04:18:45.245477
114730,1,2026-01-05 08:04:06,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114731,1,2026-01-05 16:16:34,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114732,1,2026-01-06 07:48:38,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114733,1,2026-01-06 17:05:23,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114734,1,2026-01-07 07:58:44,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114735,1,2026-01-07 16:58:29,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114736,1,2026-01-08 07:58:11,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114737,1,2026-01-08 16:27:27,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114738,1,2026-01-09 08:01:39,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114739,1,2026-01-09 16:11:15,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114740,1,2026-01-12 08:03:27,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114741,1,2026-01-12 08:29:20,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114742,1,2026-01-12 16:11:43,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114743,1,2026-01-13 08:04:41,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114744,1,2026-01-13 16:46:49,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114745,1,2026-01-14 07:55:00,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114746,1,2026-01-14 16:11:17,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114747,1,2026-01-15 08:05:12,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114748,1,2026-01-15 16:54:09,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114749,1,2026-01-15 17:10:58,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114750,1,2026-01-19 08:03:06,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114751,1,2026-01-19 16:37:27,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114752,1,2026-01-20 08:07:50,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114753,1,2026-01-20 08:15:34,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114754,1,2026-01-20 17:54:17,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114755,1,2026-01-21 08:08:26,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114756,1,2026-01-21 16:21:43,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114757,1,2026-01-22 07:57:07,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114758,1,2026-01-22 16:37:14,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114759,1,2026-01-26 07:56:11,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114760,1,2026-01-26 07:57:36,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114761,1,2026-01-26 17:03:34,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114762,1,2026-01-27 08:09:25,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114763,1,2026-01-27 16:54:57,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114764,1,2026-01-28 08:04:24,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114765,1,2026-01-28 08:04:35,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114766,1,2026-01-28 16:50:54,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114767,1,2026-01-29 07:55:41,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114768,1,2026-01-29 16:27:40,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114769,1,2026-01-30 08:00:52,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114770,1,2026-01-30 16:47:31,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114771,1,2026-01-30 16:47:56,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114772,1,2026-02-02 08:03:08,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114773,1,2026-02-02 16:17:42,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114774,1,2026-02-03 08:02:21,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114775,1,2026-02-03 17:54:00,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114776,1,2026-02-04 08:03:07,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114777,1,2026-02-04 09:21:03,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114778,1,2026-02-04 16:38:03,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114779,1,2026-02-05 07:56:53,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114780,1,2026-02-05 17:10:46,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114781,1,2026-02-06 07:44:10,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114782,1,2026-02-06 08:13:21,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114783,1,2026-02-06 16:10:23,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114784,1,2026-02-09 07:29:36,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114785,1,2026-02-09 16:32:44,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114786,1,2026-02-11 07:59:20,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114787,1,2026-02-11 08:00:53,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114788,1,2026-02-11 17:02:19,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114789,1,2026-02-11 17:14:19,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114790,1,2026-02-12 08:08:21,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114791,1,2026-02-12 19:50:05,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114792,1,2026-02-13 08:06:47,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114793,1,2026-02-13 16:40:17,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114794,1,2026-02-18 07:56:30,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114795,1,2026-02-18 18:06:00,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114796,1,2026-02-19 07:49:04,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114797,1,2026-02-19 17:37:15,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114798,1,2026-02-19 17:44:14,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114799,1,2026-02-20 07:56:15,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114800,1,2026-02-20 07:57:17,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114801,1,2026-02-20 16:52:26,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114802,1,2026-02-23 08:04:22,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114803,1,2026-02-23 16:39:50,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114804,1,2026-02-24 08:09:11,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114805,1,2026-02-24 16:46:01,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114806,1,2026-02-25 08:00:42,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114807,1,2026-02-25 16:54:54,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114808,1,2026-02-26 08:01:30,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114809,1,2026-02-26 16:48:21,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114810,1,2026-02-27 08:00:09,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114811,1,2026-02-27 18:33:34,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114812,1,2026-04-21 12:03:54,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114813,1,2026-05-21 09:54:04,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114814,1,2026-05-21 09:54:21,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114815,1,2026-05-21 09:57:18,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114816,1,2026-05-21 09:57:27,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114817,1,2026-05-21 09:57:34,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114818,1,2026-05-21 09:57:37,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114819,1,2026-05-21 09:57:49,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114820,1,2026-05-21 09:58:08,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114821,1,2026-05-21 09:58:11,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114822,1,2026-05-21 09:58:13,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114823,1,2026-05-21 11:53:03,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114824,2,2026-01-06 06:57:40,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114825,2,2026-01-06 19:27:56,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114826,2,2026-01-08 07:01:56,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114827,2,2026-01-08 19:58:10,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114828,2,2026-01-10 07:04:15,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114829,2,2026-01-10 19:41:20,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114830,2,2026-01-12 08:03:23,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114831,2,2026-01-12 16:11:38,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114832,2,2026-01-13 08:06:03,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114833,2,2026-01-13 16:06:22,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114834,2,2026-01-14 07:56:40,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114835,2,2026-01-14 16:19:33,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114836,2,2026-01-15 08:00:39,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114837,2,2026-01-15 16:35:19,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114838,2,2026-01-19 08:10:11,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114839,2,2026-01-19 16:17:42,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114840,2,2026-01-20 08:09:57,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114841,2,2026-01-20 16:25:03,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114842,2,2026-01-21 07:43:25,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114843,2,2026-01-21 16:21:49,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114844,2,2026-01-22 08:03:46,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114845,2,2026-01-22 16:37:08,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114846,2,2026-01-23 08:05:31,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114847,2,2026-01-23 15:02:25,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114848,2,2026-01-26 07:58:31,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114849,2,2026-01-26 17:08:00,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114850,2,2026-01-27 08:07:29,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114851,2,2026-01-27 17:33:23,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114852,2,2026-01-28 08:08:35,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114853,2,2026-01-28 16:11:13,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114854,2,2026-01-29 08:05:08,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114855,2,2026-01-29 16:18:26,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114856,2,2026-01-30 08:08:01,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114857,2,2026-01-30 16:47:51,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114858,2,2026-02-02 08:07:25,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114859,2,2026-02-02 16:14:40,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114860,2,2026-02-03 08:06:09,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114861,2,2026-02-03 16:57:02,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114862,2,2026-02-04 08:09:28,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114863,2,2026-02-04 16:24:47,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114864,2,2026-02-05 08:06:04,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114865,2,2026-02-05 17:45:49,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114866,2,2026-02-06 08:06:20,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114867,2,2026-02-06 16:10:11,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114868,2,2026-02-09 08:07:36,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114869,2,2026-02-09 16:57:04,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114870,2,2026-02-11 08:00:21,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114871,2,2026-02-11 16:09:14,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114872,2,2026-02-12 08:08:07,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114873,2,2026-02-12 16:40:00,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114874,2,2026-02-14 06:30:01,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114875,2,2026-02-14 07:31:43,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114876,2,2026-02-14 19:47:10,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114877,2,2026-02-18 07:30:23,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114878,2,2026-02-18 08:04:53,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114879,2,2026-02-18 18:05:19,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114880,2,2026-02-19 07:42:33,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114881,2,2026-02-19 07:42:35,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114882,2,2026-02-19 08:08:12,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114883,2,2026-02-19 16:45:50,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114884,2,2026-02-22 07:54:28,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114885,2,2026-02-22 12:18:29,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114886,2,2026-02-23 08:04:47,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114887,2,2026-02-23 16:34:29,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114888,2,2026-02-24 08:02:03,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114889,2,2026-02-24 16:19:37,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114890,2,2026-02-25 07:31:45,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114891,2,2026-02-25 08:07:18,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114892,2,2026-02-26 08:04:43,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114893,2,2026-02-26 16:06:22,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114894,2,2026-02-27 08:04:37,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114895,2,2026-02-27 17:18:38,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114896,2,2026-05-21 11:55:39,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114897,3,2026-01-01 08:32:52,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114898,3,2026-01-02 07:57:04,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114899,3,2026-01-02 16:18:05,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114900,3,2026-01-02 20:39:39,1,1,192.168.0.101,2026-06-06 03:53:47.640205
